building,room,seat_label,seat_id
理工馆,逸夫楼二楼,203,1985593378520272908
理工馆,逸夫楼二楼,204,1985593378520272909
理工馆,逸夫楼二楼,205,1985593378520272910
理工馆,逸夫楼二楼,206,1985593378520272911
理工馆,逸夫楼二楼,207,1985593378520272912
理工馆,逸夫楼二楼,208,1985593378520272913
理工馆,逸夫楼二楼,209,1985593378520272914
理工馆,逸夫楼二楼,210,1985598157636079616
理工馆,逸夫楼二楼,211,1985598157636079617
理工馆,逸夫楼二楼,212,1985598157636079618
理工馆,逸夫楼二楼,213,1985598157636079619
理工馆,逸夫楼二楼,214,1985598157636079620
理工馆,逸夫楼二楼,215,1985598157636079621
理工馆,逸夫楼二楼,216,1985598157636079622
理工馆,逸夫楼二楼,217,1985598157636079623
理工馆,逸夫楼二楼,218,1985598157636079624
理工馆,逸夫楼二楼,219,1985598157636079625
理工馆,逸夫楼二楼,220,1985598157636079626
理工馆,逸夫楼二楼,221,1985598157636079627
理工馆,逸夫楼二楼,197,1985598157636079628
理工馆,逸夫楼二楼,196,1985598157636079629
理工馆,逸夫楼二楼,195,1985598157636079630
理工馆,逸夫楼二楼,194,1985598157636079631
理工馆,逸夫楼二楼,193,1985598157636079632
理工馆,逸夫楼二楼,192,1985598157636079633
理工馆,逸夫楼二楼,191,1985598157636079634
理工馆,逸夫楼二楼,190,1985598157636079635
理工馆,逸夫楼二楼,189,1985598157636079636
理工馆,逸夫楼二楼,188,1985598157636079637
理工馆,逸夫楼二楼,187,1998961164046929920
